timestamp,tempA,otemp,lumA,door1A,door2A,rso1A,rso2A,rso3A,rso4A,hour,minute,second
2025-04-02T15:52:06.931294,18.124,291.15,0.0,False,False,-90.77,-90.77,-120.72,-120.72,14.0,43.0,44.0
2025-04-02T15:52:09.491256,15.717,287.246,0.0,False,False,-90.77,-90.77,-120.72,-120.72,18.0,17.0,4.0
2025-04-02T15:52:12.042703,12.781,283.968,0.0,False,False,-90.77,-90.77,-120.72,-120.72,21.0,50.0,24.0
2025-04-02T15:52:14.581810,11.496,283.586,0.0,False,False,-90.77,-90.77,-120.72,-120.72,1.0,20.0,24.0
2025-04-02T15:52:17.138136,12.923,286.411,0.0,False,False,-90.77,-90.77,-120.72,-120.72,4.0,53.0,44.0
2025-04-02T15:52:19.676481,16.171,290.528,0.0,False,False,-90.77,-90.77,-120.72,-120.72,8.0,25.0,24.0
2025-04-02T15:52:22.224152,17.686,291.15,0.0,False,False,-90.77,-90.77,-120.72,-120.72,11.0,58.0,44.0
2025-04-02T15:52:24.778269,17.896,290.545,0.0,False,False,71.834,71.834,-120.72,-120.72,15.0,30.0,24.0
2025-04-02T15:52:27.332526,15.052,286.401,0.0,False,False,71.834,71.834,-120.72,-120.72,19.0,3.0,44.0
2025-04-02T15:52:29.893403,12.298,283.594,0.0,False,False,71.834,71.834,-120.72,-120.72,22.0,37.0,4.0
2025-04-02T15:52:32.449171,11.615,284.031,0.0,False,False,71.834,71.834,-120.72,-120.72,2.0,10.0,24.0
2025-04-02T15:52:35.002045,13.61,287.347,0.0,False,False,71.834,71.834,-120.72,-120.72,5.0,43.0,44.0
2025-04-02T15:52:37.550657,16.894,291.15,0.0,False,False,71.834,71.834,-120.72,-120.72,9.0,15.0,24.0
2025-04-02T15:52:40.093855,17.847,291.15,0.0,False,False,71.834,71.834,-120.72,-120.72,12.0,47.0,4.0
2025-04-02T15:52:42.645396,17.34,289.573,0.0,False,False,71.834,71.834,-120.72,-120.72,16.0,20.0,24.0
2025-04-02T15:52:45.197907,14.368,285.591,0.0,False,False,71.834,71.834,-120.72,-120.72,19.0,52.0,4.0
2025-04-02T15:52:47.727777,11.911,283.385,0.0,False,False,71.834,71.834,-120.72,-120.72,23.0,23.0,44.0
2025-04-02T15:52:50.272444,11.847,284.571,1.9,False,False,71.834,71.834,113.455,113.455,2.0,55.0,24.0
2025-04-02T15:52:52.826031,14.235,288.195,10.0,False,False,71.834,71.834,113.455,113.455,6.0,27.0,4.0
2025-04-02T15:52:55.372088,16.645,291.15,10.0,False,True,71.834,71.834,113.455,113.455,10.0,0.0,24.0
2025-04-02T15:52:57.937564,17.899,291.15,10.0,False,True,71.834,71.834,113.455,113.455,13.0,33.0,44.0
2025-04-02T15:53:00.488138,17.388,288.656,10.0,False,True,71.834,71.834,113.455,113.455,17.0,7.0,4.0
2025-04-02T15:53:03.033940,14.958,284.894,3.518,False,True,71.834,71.834,113.455,113.455,20.0,38.0,44.0
2025-04-02T15:53:05.590858,12.701,283.357,0.833,False,True,71.834,71.834,113.455,113.455,0.0,12.0,4.0
2025-04-02T15:53:08.136477,12.501,285.269,5.393,False,True,71.834,71.834,113.455,113.455,3.0,43.0,44.0
2025-04-02T15:53:10.681347,14.594,289.196,10.0,False,True,114.045,114.045,113.455,113.455,7.0,17.0,4.0
2025-04-02T15:53:13.226121,17.01,291.15,10.0,False,True,146.063,146.063,113.455,113.455,10.0,48.0,44.0
2025-04-02T15:53:15.764049,18.087,291.15,10.0,False,True,146.063,146.063,113.455,113.455,14.0,20.0,24.0
2025-04-02T15:53:18.323111,16.956,287.786,10.0,False,True,146.063,146.063,113.455,113.455,17.0,52.0,4.0
2025-04-02T15:53:20.879095,14.417,284.305,1.133,False,True,146.063,146.063,113.455,113.455,21.0,25.0,24.0
2025-04-02T15:53:23.439296,12.469,283.515,1.133,False,True,146.063,146.063,113.455,113.455,1.0,0.0,24.0
2025-04-02T15:53:25.983148,12.817,286.067,10.0,False,True,146.063,146.063,113.455,113.455,4.0,32.0,4.0
2025-04-02T15:53:28.542759,15.313,290.166,10.0,False,True,146.063,146.063,113.455,113.455,8.0,5.0,24.0
2025-04-02T15:53:31.096079,17.329,291.15,10.0,False,True,146.063,146.063,113.455,113.455,11.0,37.0,4.0
2025-04-02T15:53:33.639481,18.218,291.02,10.0,False,True,146.063,146.063,113.455,113.455,15.0,8.0,44.0
2025-04-02T15:53:36.178799,17.893,286.853,10.0,True,True,146.063,146.063,113.455,113.455,18.0,42.0,4.0
2025-04-02T15:53:38.730337,15.915,283.832,1.133,True,True,146.063,146.063,113.455,113.455,22.0,13.0,44.0
2025-04-02T15:53:41.291158,13.848,283.857,1.133,True,True,146.063,146.063,113.455,113.455,1.0,47.0,4.0
2025-04-02T15:53:43.831525,13.479,286.907,1.504,True,True,-104.65,-104.65,113.455,113.455,5.0,18.0,44.0
2025-04-02T15:53:46.374872,15.156,291.046,3.056,True,True,-104.65,-104.65,113.455,113.455,8.0,50.0,24.0
2025-04-02T15:53:48.912594,17.251,291.15,0.0,True,True,-104.65,-104.65,-86.245,-86.245,12.0,22.0,4.0
2025-04-02T15:53:51.463745,18.415,290.124,0.0,True,True,-104.65,-104.65,-86.245,-86.245,15.0,55.0,24.0
2025-04-02T15:53:54.021120,17.592,286.066,0.0,True,True,-104.65,-104.65,-86.245,-86.245,19.0,27.0,4.0
2025-04-02T15:53:56.564286,15.394,283.534,0.0,True,True,-104.65,-104.65,-86.245,-86.245,23.0,0.0,24.0
2025-04-02T15:53:59.112783,13.605,284.323,0.0,True,True,-104.65,-104.65,-86.245,-86.245,2.0,32.0,4.0
2025-04-02T15:54:01.662906,13.717,287.797,0.0,True,True,-104.65,-104.65,-86.245,-86.245,6.0,5.0,24.0
2025-04-02T15:54:04.218652,15.707,291.15,0.0,True,True,-104.65,-104.65,-86.245,-86.245,9.0,37.0,4.0
2025-04-02T15:54:06.784991,17.623,291.15,0.0,True,True,-104.65,-104.65,-86.245,-86.245,13.0,12.0,4.0
2025-04-02T15:54:09.331663,18.418,289.174,0.0,True,True,-104.65,-104.65,-86.245,-86.245,16.0,43.0,44.0
2025-04-02T15:54:11.881246,17.183,285.294,0.0,True,True,-104.65,-104.65,-86.245,-86.245,20.0,15.0,24.0
2025-04-02T15:54:14.424087,14.898,283.406,0.0,True,True,-104.65,-104.65,-86.245,-86.245,23.0,48.0,44.0
2025-04-02T15:54:16.972970,13.433,284.956,0.0,True,True,-104.65,-104.65,-86.245,-86.245,3.0,20.0,24.0
2025-04-02T15:54:19.520880,13.456,286.584,0.0,True,True,-104.65,-104.65,-86.245,-86.245,5.0,0.0,25.0
2025-04-02T15:54:22.066222,13.456,286.584,0.0,True,True,-104.65,-104.65,-86.245,-86.245,5.0,0.0,27.0
2025-04-02T15:54:24.594511,13.456,286.585,0.0,True,True,-104.65,-104.65,-86.245,-86.245,5.0,0.0,30.0
